SiteCode,TPG,Power Fees,Area,Host,Vfcode,Sharing Status,PowerSource,Year Target,CG Date,ON-AIR,Counting date
3652UP,GF,GF,GZ,VF,K2175,VF ON AIR,VF Commercial,2015,30-Oct-14,30-Nov-15,1-Nov-14
3426UP,GF,GF,CA,VF,6031,VF ON AIR,VF 50 KVA,2012,13-Sep-12,24-Dec-12,1-Oct-12
3086UP,GF,GF,UP,ET,5462,ET ON AIR,ET Commercial,2012,31-Jan-12,23-Apr-12,1-Mar-12
3757CA,GF,GF,CA,VF,k3623,VF ON AIR,MN 27 KVA,2013,23-Jan-13,31-Mar-13,1-Feb-13
0972UP,GF,GF,UP,ET,5466,ET ON AIR,OR Generator,2014,10-Jul-14,30-Oct-14,1-Aug-14
3612UP,GF,GF,UP,ET,5478,ET ON AIR,ET Commercial,2012,28-Feb-12,15-May-12,1-Apr-12
0437UP,GF,GF,UP,ET,5510,ET ON AIR POWER SHARING,ET 27KVA,2013,1-Jan-13,1-Feb-13,1-Feb-13
3876DE,GF,GF,DE,VF,D3339,VF ON AIR,VF Commercial,2012,23-Sep-12,14-Nov-12,1-Oct-12
3691UP,GF,GF,UP,ET,5546,ET ON AIR,ET commercial,2012,20-Sep-12,26-Nov-12,1-Oct-12
3907UP,GF,GF,UP,ET,5566,ET ON AIR,MN 27 KVA,2013,29-May-13,30-Sep-13,1-Jul-13
0371UP,GF,GF,UP,ET,5568,ET ON AIR,MN 27 KVA,2014,7-Aug-14,30-Sep-14,1-Sep-14
3703UP,GF,GF,UP,ET,5574,ET ON AIR,ET commercial from3-2016,2013,5-Dec-12,23-Jan-13,1-Jan-13
3554CA,GF,GF,CA,VF,1288,VF ON AIR,VF Commercial,2016,1-Mar-15,20-Jan-16,1-Apr-15
0259DE,GF,GF,DE,VF,D3730,VF RD ON AIR,VF Commercial,2013,10-Feb-13,5-Jun-13,1-Mar-13
3146UP,GF,GF,UP,ET,5590,ET ON AIR,ET Commercial,2012,20-Sep-12,18-Dec-12,1-Oct-12
4126DE,GF,GF,DE,ET,4339,ET ON AIR,ET Commercial,2015,21-May-15,31-Aug-15,1-Jun-15
3899UP,GF,GF,UP,ET,5602,ET ON AIR,ET Commercial,2013,28-Feb-13,4-Jun-13,1-Apr-13
3421UP,GF,GF,UP,ET,5608,ET ON AIR,1*ET 27KVA,2012,20-Sep-12,23-Dec-12,1-Oct-12
3388UP,GF,GF,UP,ET,5704,ET ON AIR,ET Commercial,2012,13-Mar-12,21-Jun-12,1-Apr-12
3599UP,GF,GF,UP,ET,5714,ET ON AIR,ET commercial,2013,21-Jul-13,31-Aug-13,1-Aug-13
3893UP,GF,GF,UP,ET,5790,ET ON AIR,ET Commercial,2013,20-Feb-13,29-Apr-13,1-Mar-13
3863UP,GF,GF,UP,VF,3565,VF ON AIR,VF Commercial,2013,20-Feb-13,28-May-13,1-Mar-13
3806UP,GF,GF,UP,VF,6474,VF ON AIR,VF Commercial,2013,26-Feb-13,13-May-13,1-Apr-13
3522UP,GF,GF,UP,ET,5793,ET ON AIR,ET Commercial,2012,22-Jan-12,10-Apr-12,1-Feb-12
3420UP,GF,GF,UP,ET,5805,ET ON AIR,ET Commercial,2012,8-Apr-12,28-Jun-12,1-May-12
3877UP,GF,GF,UP,ET,5846,ET ON AIR,ET commercial 17-2,2013,20-Nov-12,28-Feb-13,1-Dec-12
4045CA,RT,RT,GZ,VF,62,VF ON AIR,VF Commercial,2016,30-Jun-15,31-Aug-16,1-Aug-15
4132DE,GF,GF,DE,VF,2460,VF ON AIR,VF Commercial,2012,3-Dec-12,31-Dec-12,1-Jan-13
0996UP,GF,GF,UP,VF,3727,VF ON AIR,MN 27KVA,2015,3-Dec-14,27-Feb-15,1-Jan-15
3161UP,GF,GF,UP,VF,U4586,VF ON AIR,VF Generator,2014,19-Sep-13,1-Jan-14,1-Oct-13
0337RE,GF,GF,RE,VF,3012,VF ON AIR,Owner Power,2014,19-May-14,31-Dec-14,1-Jun-14
3268UP,GF,GF,UP,VF,U4549,VF ON AIR,VF Commercial,2012,30-Oct-12,23-Dec-12,1-Dec-12
3769UP,GF,GF,UP,ET,5981,ET ON AIR,ET Commercial,2012,5-Jul-12,28-Oct-12,1-Aug-12
4114DE,GF,GF,DE,VF,6329,VF ON AIR,VF Commercial,2014,16-Oct-14,22-Dec-14,1-Nov-14
3795DE,GF,GF,DE,VF,D3036,VF ON AIR,MN 27 KVA,2013,8-Apr-13,30-Apr-13,1-May-13
3755UP,GF,GF,UP,VF,U4743,VF ON AIR,VF Commercial,2012,30-Oct-12,30-Dec-12,1-Dec-12
0228RE,GF,GF,RE,ET,6167,ET RD ON AIR,ET Commercial,2012,5-Jul-12,18-Sep-12,1-Aug-12
0517SI,GF,GF,SI,ET,6242,ET ON AIR,ET commercial 31-8,2013,8-Oct-12,26-Jan-13,1-Nov-12
0842AL,GF,GF,AL,VF,2037,VF ON AIR,VF Commercial,2015,25-May-15,31-Aug-15,1-Jun-15
3159UP,GF,GF,UP,VF,3715,VF ON AIR,VF Commercial,2015,3-Dec-14,19-Feb-15,1-Jan-15
0413SI,GF,GF,SI,ET,6249,ET ON AIR,MN 27 KVA,2012,30-May-12,29-Jul-12,1-Jul-12
3846DE,GF,GF,DE,ET,1683,ET ON AIR,MN 27KVA,2014,25-Sep-14,30-Nov-14,1-Oct-14
3882UP,GF,GF,UP,VF,U4486 ,VF ON AIR,VF Commercial,2013,14-Nov-13,22-Dec-13,1-Dec-13
3717UP,GF,GF,UP,VF,U4913,VF ON AIR,MN 27 KVA,2013,13-Nov-12,30-Apr-13,1-Dec-12
0415RE,GF,GF,RE,ET,6258,ET ON AIR,ET 50 KVA,2014,24-Dec-13,15-Apr-14,1-Jan-14
0182SI,GF,GF,SI,ET,6336,ET RD ON AIR,1* ET 27 KVA,2012,27-Aug-12,22-Nov-12,1-Oct-12
0298RE,GF,GF,RE,ET,6399,ET ON AIR,ET commercial 30-8,2012,16-Feb-12,30-Apr-12,1-Mar-12
3784DE,GF,GF,DE,VF,D3230,VF ON AIR,VF Commercial,2013,3-Apr-13,30-Apr-13,1-May-13
3738DE,GF,GF,DE,VF,D3263,VF ON AIR,MN 27 KVA,2013,24-Dec-12,30-Jan-13,1-Jan-13
4093DE,GF,GF,DE,VF,D3479,VF ON AIR,VF Commercial,2012,2-Dec-12,30-Dec-12,1-Jan-13
0380RE,GF,GF,RE,VF,R2851,VF ON AIR,Owner Power,2013,15-Oct-13,20-Oct-13,1-Nov-13
0525SI,GF,GF,SI,ET,6425,ET ON AIR,MN 27 KVA,2014,28-Jul-14,30-Sep-14,1-Sep-14
7095SI,GF,GF,SI,ET,6465,ET TX Rep ON AIR,TX REPEATER,2013,6-Sep-12,12-Nov-13,1-Oct-12
0511SI,GF,GF,SI,ET,6467,ET ON AIR,MN 27 KVA,2012,6-Sep-12,23-Dec-12,1-Oct-12
7093SI,GF,GF,SI,ET,6468,ET TX Rep ON AIR,TX REPEATER,2012,6-Sep-12,23-Dec-12,1-Oct-12
3860UP,GF,GF,UP,VF,U4739,VF ON AIR,VF Commercial,2014,14-Nov-13,19-Feb-14,1-Dec-13
0512SI,GF,GF,SI,ET,6477,ET ON AIR,MN 27 KVA,2012,12-Aug-12,30-Sep-12,1-Sep-12
0197SI,GF,GF,SI,ET,6481,ET ON AIR,1*ET 27KVA,2012,23-Apr-12,30-Nov-12,1-May-12
4112DE,GF,GF,DE,VF,5724,VF RD ON AIR,VF Commercial,2012,11-Dec-12,30-Dec-12,1-Jan-13
0417RE,GF,GF,RE,VF,3343,VF ON AIR,MN 27 KVA,2013,15-Sep-13,20-Oct-13,1-Oct-13
7092SI,GF,GF,SI,ET,6482,ET TX Rep ON AIR,TX REPEATER,2012,12-Aug-12,30-Nov-12,1-Sep-12
0405RE,GF,GF,RE,ET,6505,ET ON AIR,ET commercial 17-2,2014,1-Dec-13,3-Apr-14,1-Jan-14
0329RE,GF,GF,RE,ET,6508,ET ON AIR,ET Commercial,2013,28-Feb-13,28-Jun-13,1-Apr-13
0804AL,GF,GF,AL,VF,2166,VF ON AIR,VF commercial,2013,29-Apr-13,30-Jul-13,1-Jun-13
0411RE,GF,GF,RE,ET,6519,ET ON AIR,MN 27 KVA,2014,1-Dec-13,30-Apr-14,1-Jan-14
0404RE,GF,GF,RE,ET,6545,ET ON AIR,MN 27 KVA,2012,16-Sep-12,25-Nov-12,1-Oct-12
3739UP,GF,GF,UP,VF,U4466,VF ON AIR,MN 27KVA,2015,16-Nov-14,31-Jan-15,1-Dec-14
3490UP,GF,GF,UP,VF,3747,VF ON AIR,MN 27KVA,2014,19-Dec-13,9-Feb-14,1-Jan-14
3780CA,GF,GF,CA,ET,CAI0374,ET ON AIR,1* ET 27 KVA,2013,1-Nov-13,24-Nov-13,1-Dec-13
0386UP,GF,GF,UP,VF,3194,VF ON AIR POWER SHARING,VF Commercial,2014,12-Sep-13,1-May-14,1-May-14
0220SI,GF,GF,SI,VF,R2839,VF RD ON AIR,VF Commercial,2013,30-Apr-13,23-May-13,1-Jun-13
3606CA,GF,GF,CA,ET,CAI0406,ET ON AIR,MN 50KVA,2013,29-May-13,10-Oct-13,1-Jul-13
0570DE,GF,GF,CA,ET,CAI1018,ET ON AIR,1* ET 27 KVA,2012,8-Mar-12,29-Jul-12,1-Apr-12
3891DE,GF,GF,DE,VF,6312,VF ON AIR,VF Commercial,2014,15-Oct-14,30-Nov-14,1-Nov-14
3383DE,GF,GF,CA,ET,CAI1022,ET ON AIR,ET 27 KVA,2011,26-Oct-11,31-Dec-11,1-Jan-12
3999DE,GF,GF,DE,VF,4913,VF ON AIR,MN 27 KVA,2013,9-Sep-13,30-Sep-13,1-Oct-13
0733UP,GF,GF,CA,ET,CAI1208,ET ON AIR,ET Commercial,2012,28-Mar-12,31-May-12,1-May-12
3609CA,GF,GF,CA,ET,CAI1520,ET ON AIR,ET 50 KVA,2013,1-Nov-13,31-Dec-13,1-Dec-13
3787DE,GF,GF,DE,VF,5902,VF ON AIR,VF Commercial,2013,19-Sep-13,21-Oct-13,1-Oct-13
4152DE,GF,GF,DE,VF,D3299,VF ON AIR,VF Commercial,2015,7-Oct-15,31-Dec-15,1-Nov-15
3964DE,GF,GF,DE,ET,CAI1639,ET ON AIR,ET 50 KVA,2012,3-Apr-12,27-Apr-12,1-May-12
3787CA,GF,GF,CA,VF,K2414,VF ON AIR,VF Commercial,2014,27-Aug-14,24-Dec-14,1-Oct-14
3601CA,GF,GF,CA,ET,CAI1680,ET ON AIR,ET commercial,2013,10-Dec-12,30-Jan-13,1-Jan-13
3724CA,GF,GF,CA,ET,CAI1683,ET ON AIR,ET Commercial,2012,17-Apr-12,13-Jul-12,1-May-12
0598DE,GF,GF,DE,VF,5572,VF ON AIR,VF Commercial,2015,7-Sep-15,28-Dec-15,1-Oct-15
3981UP,GF,GF,UP,VF,3482,VF ON AIR,VF Commercial,2014,9-Dec-13,15-Jan-14,1-Jan-14
3325CA,GF,GF,CA,ET,CAI2230,ET ON AIR,ET Commercial,2014,20-Nov-13,30-Mar-14,1-Dec-13
3548DE,GF,GF,DE,VF,4532,VF ON AIR,VF 27KVA,2014,12-Nov-14,16-Dec-14,1-Dec-14
3900CA,GF,GF,GZ,ET,CAI2256,ET ON AIR,MN 27KVA,2014,16-Jun-14,30-Sep-14,1-Jul-14
4279DE,GF,GF,DE,ET,CAI2284,ET ON AIR,MN 27KVA,2014,15-Jun-14,23-Oct-14,1-Jul-14
0564UP,GF,GF,GZ,ET,CAI2420,ET ON AIR,ET 27KVA,2015,19-May-14,10-Feb-15,1-Jun-14
0805AL,GF,GF,AL,VF,2848,VF ON AIR,VF Commercial,2014,6-Jan-14,30-May-14,1-Feb-14
0005DE,GF,GF,DE,VF,2365,VF RD ON AIR,VF Commercial,2014,27-Oct-13,5-Mar-14,1-Dec-13
7106UP,GF,GF,UP,VF,U3476,VF TX Rep ON AIR,MN 27 KVA,2014,7-Jul-13,4-Feb-14,1-Aug-13
3382DE,GF,GF,CA,VF,K3233,VF ON AIR,1* VF 27 KVA,2014,13-Feb-14,31-Jul-14,1-Mar-14
3723CA,GF,GF,CA,ET,CAI2447,ET ON AIR,ET Commercial,2012,13-Jun-12,30-Sep-12,1-Jul-12
3568CA,GF,GF,CA,ET,CAI2488,ET ON AIR,ET 50 KVA,2011,26-Oct-11,26-Dec-11,1-Jan-12
3245CA,GF,GF,CA,ET,CAI2492,ET ON AIR,ET commercial,2013,19-Sep-13,31-Oct-13,1-Oct-13
3486UP,GF,GF,CA,ET,CAI2698,ET ON AIR,1* ET 27 KVA,,16-Feb-12,9-May-12,1-Mar-12
3990UP,GF,GF,UP,VF,3587,VF ON AIR,VF commercial,2013,18-Sep-13,31-Oct-13,1-Oct-13
3382UP,GF,GF,GZ,ET,CAI2761,ET ON AIR,ET Commercial,2014,4-May-14,25-Sep-14,1-Jun-14
3764CA,GF,GF,CA,VF,X5534,VF ON AIR,Owner Power,2014,19-Sep-13,30-Mar-14,1-Oct-13
0631DE,GF,GF,DE,ET,CAI2770,ET ON AIR,MN 27 KVA,2014,25-Mar-14,30-Apr-14,1-Apr-14
0838AL,GF,GF,AL,VF,4128,VF ON AIR,VF Commercial,2014,6-Apr-14,28-Apr-14,1-May-14
3896CA,GF,GF,CA,VF,K5405,VF ON AIR,VF Commercial,2014,14-Jan-14,30-Apr-14,1-Feb-14
3819CA,GF,GF,CA,VF,K5403,VF ON AIR,VF Commercial,2014,16-Feb-14,9-Sep-14,1-Mar-14
4209DE,GF,GF,DE,VF,D3160,VF ON AIR,MN 27KVA,2014,12-Feb-14,3-Mar-14,1-Mar-14
3732DE,GF,GF,DE,ET,1506,ET ON AIR,ET Commercial,2016,28-Oct-15,9-Oct-16,1-Dec-15
3274DE,GF,GF,DE,ET,CAI2771,ET ON AIR,ET 50 KVA,2012,7-Apr-12,31-May-12,1-May-12
0866AL,GF,GF,AL,VF,4491,VF ON AIR,VF Commercial,2014,1-Jul-14,20-Jul-14,1-Aug-14
3907CA,GF,GF,CA,VF,319,VF ON AIR,VF Commercial,2015,2-Dec-14,28-Feb-15,1-Jan-15
3916CA,GF,GF,CA,VF,K4262,VF ON AIR,VF Commercial,2014,10-Sep-14,30-Nov-14,1-Oct-14
0751UP,GF,GF,CA,ET,CAI2785,ET ON AIR,ET 50 KVA,2012,15-Dec-11,26-Feb-12,1-Jan-12
3711CA,GF,GF,CA,ET,CAI2870,ET ON AIR,ET Commercial,2012,19-Apr-12,30-Jun-12,1-May-12
3788CA,GF,GF,CA,ET,CAI2903,ET ON AIR,1* ET 27 KVA,2014,20-Nov-13,6-Feb-14,1-Dec-13
3837CA,RT,RT,CA,VF,200,VF ON AIR,VF Commercial,2016,14-Sep-15,22-Mar-16,1-Oct-15
3673CA,GF,GF,CA,ET,CAI2971,ET ON AIR,ET 50 KVA,2013,29-May-13,30-Sep-13,1-Jul-13
3502CA,GF,GF,CA,ET,CAI2986,ET ON AIR,1* ET 27 KVA,2012,26-Apr-12,11-Jul-12,1-Jun-12
4066UP,RT,RT,UP,ET,5432,ET ON AIR,ET Commercial,2015,9-Jun-15,30-Oct-15,1-Jul-15
4092DE,GF,GF,DE,VF,D3484,VF ON AIR,VF commercial,2015,23-Oct-14,16-Mar-15,1-Dec-14
3674CA,GF,GF,CA,ET,CAI2995,ET ON AIR,ET Commercial,2013,19-Sep-13,23-Oct-13,1-Oct-13
3835CA,GF,GF,CA,ET,CAI3295,ET ON AIR,1* ET 27 KVA,2013,1-Nov-13,10-Dec-13,1-Dec-13
4058UP,GF,GF,UP,ET,1349,ET ON AIR,ET Commercial,2014,11-Nov-14,17-Dec-14,6-Jul-05
7097SI,GF,GF,SI,ET,REP 6,ET TX Rep ON AIR,TX REPEATER,2013,20-Mar-13,12-Nov-13,1-Apr-13
4134DE,RT,RT,DE,ET,2066,ET ON AIR,ET Commercial,2014,1-Dec-14,28-Dec-14,1-Jan-15
0893AL,GF,GF,AL,VF,2023,VF ON AIR,VF Commercial,2014,10-Jul-14,31-Jul-14,1-Aug-14
0392SI,GF,GF,SI,VF,R2507,VF RD ON AIR,VF Commercial,2014,19-May-14,31-Jul-14,1-Jun-14
4050CA,RT,RT,GZ,VF,392,VF ON AIR,VF Commercial,2016,8-Nov-15,4-May-16,31-Dec-99
0337UP,GF,GF,UP,ET,5287,ET ON AIR,"MN 27KVA, ET generator 29-5-2016",2015,24-Aug-15,20-Dec-15,1-Sep-15
3775UP,RT,RT,UP,VF,3080,VF ON AIR,VF Commercial,2015,10-Aug-15,22-Nov-15,1-Sep-15
3647UP,GF,GF,GZ,ET,CAI1213,ET ON AIR,MN 27KVA,2015,21-May-15,13-Dec-15,1-Jun-15
3946CA,GF,GF,CA,VF,1222,VF ON AIR,VF Commercial,2016,4-Feb-16,11-May-16,31-Dec-99
7094SI,GF,GF,SI,ET,REP 7 ,ET TX Rep ON AIR,TX REPEATER,2013,6-Sep-12,12-Nov-13,1-Oct-13
3892CA,GF,GF,CA,VF,K4240,VF ON AIR,VF Gen,2014,3-Jun-14,31-Jul-14,1-Jul-14
3894CA,GF,GF,CA,VF,K3236,VF ON AIR,VF Gen,2014,3-Jun-14,15-Oct-10,1-Jul-14
0194SI,GF,GF,UP,ET,REP18,ET ON AIR,1* VF 27 KVA,2012,22-Jul-12,30-Nov-12,1-Aug-12
0895AL,GF,GF,AL,VF,2378,VF ON AIR,VF commercial,2014,1-Jul-14,19-Aug-14,1-Aug-14
0981DE,GF,GF,DE,VF,D3158,VF ON AIR,VF Commercial,2015,30-Nov-14,23-Mar-15,1-Dec-14
4004UP,GF,GF,UP,VF,3434,VF ON AIR,VF Commercial,2014,16-Nov-14,31-Dec-14,1-Dec-14
0637AL,GF,GF,NC,ET,ALX3465,ET ON AIR,ET 50 KVA,2013,25-Aug-13,30-Sep-13,1-Sep-13
4062CA,GF,GF,CA,VF,1298,VF ON AIR,VF commercial,2016,16-Nov-14,29-Aug-16,1-Dec-14
3203DE,RT,RT,DE,ET,1947,ET ON AIR,ET Commercial,2016,10-Oct-16,31-Dec-16,1-Nov-16
3295UP,GF,GF,GZ,VF,4009,VF ON AIR,MN 27KVA,2015,30-Oct-14,31-Aug-15,1-Nov-14
4070UP,RT,GF,UP,VF,3292,VF ON AIR,VF Commercial,2015,10-Mar-15,30-Jun-15,1-Apr-15
4079UP,RT,RT,UP,VF,3070,VF ON AIR,VF Commercial,2015,27-Aug-15,31-Dec-15,1-Oct-15
4100UP,RT,RT,UP,VF,3484,VF ON AIR,VF Commercial,2015,27-Aug-15,30-Nov-15,1-Oct-15
4096CA,RT,RT,CA,VF,1868,VF ON AIR,VF Commercial,2016,28-Dec-15,6-Oct-16,1-Feb-16
4104UP,RT,RT,UP,VF,3469,VF ON AIR,VF Commercial,2015,5-Aug-15,23-Nov-15,1-Sep-15
3916UP,RT,GF,UP,VF,3532,VF ON AIR,VF Commercial,2015,7-Oct-15,21-Dec-15,1-Nov-15
4118UP,GF,GF,UP,VF,3166,VF ON AIR,VF Commercial,2014,23-Oct-14,22-Dec-14,1-Nov-14
4343CA,GF,GF,CA,VF,1884,VF ON AIR,VF Commercial,2016,29-Dec-15,4-Sep-16,1-Feb-16
0906AL,RT,RT,AL,ET,3090,ET ON AIR,Owner Power,2015,1-Feb-15,30-Apr-15,1-Aug-14
0897AL,RT,RT,AL,ET,3217,ET ON AIR,Owner Power,2014,2-Oct-14,30-Nov-14,1-Nov-14
3460CA,RT,RT,CA,VF,K2523,VF ON AIR,Owner Power,2013,1-Sep-13,16-Sep-13,1-Oct-13
0419UP,RT,RT,UP,VF,3452,VF ON AIR,Owner Power,2009,1-Jun-09,1-Jul-09,1-Jan-14
0408UP,RT,RT,UP,VF,3191,VF ON AIR,Owner Power,2009,1-Jun-09,1-Jul-09,1-Jan-14
3587UP,RT,RT,UP,ET,1476,ET ON AIR,ET Commercial,2014,19-May-14,26-Jun-14,1-Jun-14
0101DE,RT,RT,DE,VF,4765,VF RD ON AIR,Owner Power,2013,28-Dec-13,31-Dec-13,1-Feb-14
0921AL,RT,RT,AL,VF,2112,VF ON AIR,VF Commercial,2015,25-Apr-15,31-Aug-15,1-May-15
4276DE,RT,RT,DE,ET,1888,ET ON AIR,ET Commercial,2014,19-May-14,30-Jun-14,1-Jun-14
3469UP,RT,RT,UP,ET,2337,ET ON AIR,ET Commercial,2014,13-Jul-14,31-Oct-14,1-Aug-14
3921UP,RT,RT,UP,ET,5512,ET ON AIR,ET Commercial,2014,16-Oct-14,23-Dec-14,1-Nov-14
4267DE,RT,RT,DE,ET,987,ET ON AIR,ET Commercial,2016,30-Sep-15,6-Mar-16,1-Nov-15
4131CA,RT,RT,CA,VF,1888,VF ON AIR,VF Commercial,2016,23-Feb-16,17-Aug-16,1-Mar-16
0867AL,RT,RT,NC,ET,3673,ET ON AIR,ET Commercial,2014,13-Apr-14,18-Jun-14,1-May-14
0863AL,RT,RT,AL,VF,2043,VF ON AIR,Owner Power,2014,23-Apr-14,31-Jul-14,1-May-14
4251DE,RT,RT,DE,VF,765,VF ON AIR,VF Commercial,2014,15-Oct-14,24-Nov-14,1-Nov-14
3480CA,RT,RT,CA,VF,1909,VF ON AIR,VF Commercial,2015,17-Aug-15,13-Dec-15,1-Sep-15
3597CA,RT,RT,CA,ET,CAI2840,ET ON AIR,Owner Power,2015,5-Mar-15,31-Jul-15,1-Apr-15
3326CA,RT,RT,CA,VF,K2196,VF ON AIR,VF Commercial,2016,3-Sep-15,10-Jan-16,1-Oct-15
3249CA,RT,RT,CA,VF,K2594,VF ON AIR,VF Commercial,2015,2-Dec-14,30-Mar-15,1-Jan-15
4180CA,RT,RT,CA,VF,333,VF ON AIR,VF Commercial,2016,8-Dec-15,11-Dec-16,1-Jan-16
3794CA,RT,RT,CA,ET,CAI0177,ET ON AIR,Owner Power,2014,25-Sep-14,22-Dec-14,1-Oct-14
3686CA,RT,RT,GZ,VF,637,VF ON AIR,VF Commercial,2016,16-Sep-15,9-Feb-16,1-Oct-15
4097CA,RT,RT,CA,VF,1895,VF ON AIR,VF Commercial,2016,13-Jan-16,17-Apr-16,1-Feb-16
4106CA,RT,RT,CA,VF,1926,VF ON AIR,VF Commercial,2016,20-Dec-15,17-Apr-16,1-Jan-16
3405CA,RT,RT,GZ,VF,K3113,VF ON AIR,VF Commercial,2015,21-Oct-15,30-Dec-15,1-Nov-15
0405AL,RT,RT,AL,ET,3866,ET ON AIR,Owner Power,2015,15-Feb-15,24-May-15,1-Sep-14
3802CA,RT,RT,CA,VF,1506,VF ON AIR,VF Commercial,2015,2-Dec-14,30-Nov-15,1-Jan-15
3362CA,RT,RT,GZ,VF,K3194,VF ON AIR,VF Commercial,2015,13-Sep-15,30-Nov-15,1-Oct-15
0438RE,RT,RT,RE,VF,4027,VF ON AIR,VF Commercial,2015,30-Oct-14,21-Jan-15,1-Nov-14
0641CA,RT,RT,CA,VF,K4297,VF ON AIR,Owner Power,2014,10-Feb-14,7-Apr-14,1-Mar-14
3482CA,RT,RT,CA,VF,K4517,VF ON AIR,Owner Power,2014,10-Feb-14,30-Apr-14,1-Mar-14
3212DE,RT,RT,DE,ET,4067,ET ON AIR,ET Commercial,2014,4-May-14,31-Dec-14,1-Jun-14
4272DE,RT,RT,DE,ET,4385,ET ON AIR,ET Commercial,2014,16-Nov-14,21-Dec-14,1-Dec-14
0073DE,RT,RT,DE,ET,4311,ET ON AIR,MN Commercial,2014,1-Jun-14,20-Nov-14,1-Jul-14
3597DE,RT,RT,DE,ET,4321,ET ON AIR,ET Commercial,2014,22-Jun-14,31-Dec-14,1-Jul-14
3895CA,RT,RT,GZ,ET,CAI1356,ET ON AIR,ET Commercial,2015,14-Aug-15,31-Jul-15,1-Sep-15
3902CA,RT,RT,GZ,VF,490,VF ON AIR,VF commercial,2015,22-Feb-15,31-Jul-15,1-Mar-15
3826UP,RT,RT,UP,ET,5514,ET ON AIR,ET Commercial,2014,13-Jul-14,30-Sep-14,1-Aug-14
3917CA,RT,RT,CA,VF,K5020,VF ON AIR,Owner Power,2014,25-May-14,12-Aug-14,1-Jun-14
0559CA,RT,RT,CA,VF,487,VF ON AIR,VF Commercial,2014,14-Aug-14,31-Oct-14,1-Sep-14
0588UP,RT,RT,UP,ET,5768,ET ON AIR,ET Commercial,2014,13-Jul-14,31-Oct-14,1-Aug-14
0893DE,RT,RT,DE,VF,5654,VF ON AIR,VF Commercial,2014,2-Nov-14,15-Dec-14,1-Dec-14
3593DE,GF,GF,DE,ET,1282,ET ON AIR,ET Commercial,2016,27-Oct-16,31-Dec-16,31-Dec-99
3939DE,RT,RT,SI,ET,6095,ET RD ON AIR,Owner Power,2012,29-Feb-12,3-Apr-12,1-Jan-14
4096UP,RT,RT,CA,ET,5655,ET ON AIR,ET Commercial,2014,2-Oct-14,10-Dec-14,1-Nov-14
0518SI,RT,RT,SI,ET,6171,ET ON AIR,ET Commercial,2014,10-Aug-14,30-Nov-14,1-Sep-14
3889CA,RT,RT,CA,ET,CAI0026,ET ON AIR,ET Commercial,2014,28-Jun-14,31-Oct-14,1-Aug-14
0279DE,RT,RT,DE,ET,4027,ET ON AIR,,2016,24-Aug-15,22-Feb-16,1-Sep-15
3688CA,RT,RT,CA,ET,CAI0028,ET ON AIR,Owner Power,2014,23-Mar-14,25-May-14,1-Apr-14
3963CA,RT,RT,CA,ET,CAI0042,ET ON AIR,Owner Power,2014,22-Jun-14,13-Oct-14,1-Jul-14
3964CA,RT,RT,CA,ET,CAI0107,ET ON AIR,ET Commercial,2014,10-Aug-14,23-Dec-14,1-Sep-14
4031UP,RT,RT,GZ,ET,CAI0289,ET ON AIR,Owner Power,2014,22-Jun-14,25-Sep-14,1-Jul-14
4119UP,RT,RT,UP,ET,5027,ET ON AIR,ET Commercial,2014,25-Sep-14,28-Dec-14,1-Oct-14
3060CA,RT,RT,CA,ET,CAI0464,ET ON AIR,ET commercial 31-8,2014,13-Apr-14,31-Jul-14,1-May-14
3382CA,RT,RT,CA,ET,CAI0488,ET ON AIR,ET Commercial,2014,1-Jun-14,24-Aug-14,1-Jul-14
3992CA,RT,RT,CA,ET,CAI0497,ET ON AIR,ET Commercial,2014,17-Aug-14,31-Oct-14,1-Sep-14
0436RE,RT,RT,RE,ET,6435,ET ON AIR,Owner Power,2015,30-Oct-14,30-Sep-15,1-Dec-14
3993CA,RT,RT,CA,ET,CAI0526,ET ON AIR,ET Commercial,2014,28-Jun-14,23-Sep-14,1-Aug-14
3997CA,RT,RT,CA,ET,CAI0060,ET ON AIR,ET Commercial,2014,23-Oct-14,21-Dec-14,1-Nov-14
3813CA,RT,RT,GZ,ET,CAI0529,ET ON AIR,ET Commercial,2014,16-Jun-14,30-Nov-14,1-Jul-14
4107UP,RT,RT,UP,ET,5347,ET ON AIR,ET Commercial,2014,11-Nov-14,29-Dec-14,1-Dec-14
3383CA,RT,RT,CA,ET,CAI0597,ET ON AIR,ET Commercial,2014,17-Aug-14,31-Oct-14,1-Sep-14
4102UP,GF,GF,UP,VF,3485,VF ON AIR,ET Commercial,2016,7-Aug-16,29-Mar-17,1-Sep-16
3456CA,RT,RT,CA,ET,CAI0629,ET ON AIR,ET Commercial,2014,22-Jun-14,16-Dec-14,1-Jul-14
4072CA,RT,RT,CA,VF,1981,VF ON AIR,VF Commercial,2016,9-Feb-16,7-Nov-16,1-Mar-16
4009CA,RT,RT,CA,ET,CAI0322,ET ON AIR,ET Commercial,2015,25-Sep-14,31-Oct-15,1-Oct-14
3996CA,RT,RT,CA,ET,CAI0639,ET ON AIR,ET Commercial,2014,10-Aug-14,31-Oct-14,1-Sep-14
3951CA,RT,RT,CA,VF,1920,VF ON AIR,VF Commercial,2016,8-Nov-15,5-Apr-16,1-Dec-15
